DWH_REFERENZPREISE_DE;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23
22.03.2023;77.06;73.19;73.5;69.05;66.67;74.03;92.03;109.01;110.21;82.37;58.35;33.29;22.93;16.99;39.43;68.41;81.12;100.62;119.25;139.85;125.31;108.41;99.9;83.29
23.03.2023;68.05;65.89;55.29;45.94;33.17;55.78;80.64;92.22;95;72.8;40.74;35.68;36.52;37.19;51.28;55.28;89.9;119.45;136.86;144.38;122.12;92.65;88.85;77.35
24.03.2023;55.12;43.8;40.67;40.18;35.07;40.19;62.44;81.23;81.23;62.36;36.95;25.28;11.47;3.99;2.07;5.84;29.59;79.53;101.02;116.23;96.92;82.5;76.2;64.9
25.03.2023;15.3;0.97;0.11;0.08;0.29;0.1;3.53;7.72;5.93;0.06;-0.06;-1.18;-3.62;-6.02;-5.38;-0.87;-0.02;23.9;60;77.04;60;41.84;38.91;33.36
26.03.2023;39.66;39.23;;40.12;40.88;41.42;63.49;73.09;77.24;79.6;78.58;76;61.89;55.44;50.46;46.02;48.35;77.09;106.65;117.86;112.59;104.63;99.42;94.64
27.03.2023;96;93.15;87.48;83.99;84.9;92.85;115;142.99;151.31;118.76;94.85;80.93;68.26;54.91;42.74;46.16;49.62;74.37;95.95;124.38;116.07;105.99;103.52;91.46
28.03.2023;78.68;82.3;84.67;92.83;92.5;99.44;130.05;159.92;159.92;127.14;104.28;94.89;94.84;92.99;91.76;94.67;96.22;108.59;136.87;160.98;161;133.02;127.09;110.98
29.03.2023;97.53;95.1;97.13;98.78;98.18;99.2;117.04;144.13;152;144.17;130.03;119.05;110.98;105.6;101.55;104.94;106.2;128.15;145.41;149.87;132.28;114.92;109.9;94.8
30.03.2023;89.71;82.25;80.75;78.77;77.91;76.8;89.77;119.37;129.3;110;90.66;80;64.83;25.59;5.75;10.05;39.62;72.44;97.55;120;119.37;103.28;100.05;90.76
31.03.2023;65.13;64.9;57.1;48.62;68.84;79.97;111.72;132.12;137.64;132.19;124.2;119.67;103.77;97.14;93.05;94.72;101.89;103.51;114.97;115.56;109.98;98.83;86.73;80
01.04.2023;82.19;63.9;53.84;38.83;36.05;35.33;34.36;51.71;61.16;60.41;49.57;46.09;40.96;38.62;33.5;36.37;40.57;52.06;84.89;90.89;84.89;75.6;79.95;66.64
02.04.2023;69.59;60.46;58.51;60.46;58.51;60.46;58.72;70.08;75.55;66.09;51.66;50.24;42.64;26.07;14.21;14.79;31.85;41.74;100.41;130;131.5;120.6;112.68;109.12
03.04.2023;108.53;107.68;108.04;103.9;100.43;110.07;139.22;167.54;163.79;128.38;103.8;88.76;80.98;74.9;71.66;78.91;82;100.35;133.77;158.11;156.25;142.94;132.02;113.12
04.04.2023;110.85;110;113.68;115.42;116.64;121.91;145.35;180.38;178.53;147.63;118.43;112.02;108.86;108.12;107.31;108.71;112.73;122;147.1;180;177.32;155.56;141.19;129.93
05.04.2023;127.51;118.26;119.61;118.25;124.99;134.46;165.82;207.92;179.74;142.16;119.6;115;113.59;113.84;113.81;113.59;116.3;135.61;156.52;199.56;191.68;164.98;151.39;139.13
06.04.2023;135.54;124.12;120;115.33;114.85;124.91;142.51;161.63;155.96;129.45;114.63;105.1;104.02;103.1;106.01;108.13;109.87;121.16;140;150;144.08;129.43;115.38;107.62
07.04.2023;100.31;98.73;100.07;101.79;103.15;106.95;102.94;106.66;110.74;103.95;101.76;100.9;91.96;86.77;85;92.12;100.81;107.74;127.78;138.55;135.07;135;136.6;131.78
08.04.2023;123.85;113.74;114.26;110.75;110.78;112.16;114.74;129.35;133.2;129.35;114.74;106.95;101.84;99;95.36;94.4;98.12;107;121.9;135.01;139.77;137.31;134.9;126.98
09.04.2023;127.99;117.86;119.83;117.99;118.24;117.86;120;118.9;122.98;112.21;100;87;81.96;60.01;55;56;74;86.35;115.2;129.97;133.46;126.39;115;106.94
10.04.2023;98.21;81.85;78.14;71.9;70;72.96;80;77.61;69.43;54.88;22.07;0.2;-1.01;-8.82;-7.77;-4.07;-0.07;19.49;44.58;65.54;40.84;21.81;11.52;0.1
11.04.2023;1.45;0.99;0.72;1.09;6.1;34.02;93.8;105.63;108.26;93.8;54.25;9.03;0.07;-0.1;-0.09;-0.01;6.61;82.2;130.8;162.46;165.38;141.39;130.8;111
12.04.2023;97.6;86.23;80.63;78.71;80.2;85.8;108.22;124.87;136.41;131.99;120;111.56;100.72;97.36;97.62;97.07;100.34;109.92;134.66;145;129.7;122.76;109.3;97.95
13.04.2023;97.23;85.09;79.33;72.86;71.27;82.5;102.06;115.04;118.96;102.81;85.98;89.22;90.12;93.77;92.48;105.02;93.23;110.14;129.86;171.44;180.93;160.59;139.28;132.72
14.04.2023;118.09;112.8;116.54;112.8;113.14;127.4;144.74;171.76;176.11;150.88;129.86;118.66;107.54;105.8;106.22;109.3;105.24;116.54;138.16;151.69;152.21;151;134.33;120.29
15.04.2023;123.9;112;114.38;108;105.14;103.55;105.56;104.85;106.21;101.83;97.96;93.95;88.55;83.63;82.17;84.9;92.97;98.81;112.66;132.79;134.51;127.8;127.71;119.3
16.04.2023;111.55;103.49;102.68;101.09;102.63;103.5;103.5;103.37;110.43;114.68;111.04;107.83;104.05;98.16;94.71;94.26;96.04;100.97;115.21;132.88;140;135;129.97;125.35
17.04.2023;114.75;111.14;108.96;110.44;110;115.03;140.82;178.68;200.51;163.14;135.61;118.18;105.35;102.25;97.16;96.94;96.76;100.99;122.33;143.61;142.78;134.25;122.82;109.16
18.04.2023;105.31;102.07;101.1;101.29;100.55;101.27;127;140.27;154.88;133.99;106.21;103.58;94.94;84.96;84.7;77.63;79.39;94.39;108.21;130.46;135.01;121.48;108.76;99.96
19.04.2023;97.37;90.45;90.17;87.83;89.7;100.9;123.22;143.37;149.65;129.26;111.65;100.52;94.15;89.27;91;95.09;104.34;121.61;141.51;149.82;141.26;130.46;118.72;107.29
20.04.2023;90.3;85.38;81.59;77.32;78.5;90;113.36;130.32;136.16;119.47;104.68;95.9;89.39;85.12;88.74;94.39;103.52;118.95;133.88;139.47;131.12;119.45;110.11;96.36
21.04.2023;89.29;85.26;84.52;82.47;85.52;94.89;115.61;135.02;141.59;125.13;111.05;99.03;91.96;85.76;82.53;88.14;94.39;109.76;124.77;133.08;127.77;117.19;110.64;99.6
22.04.2023;78.24;72.32;68.85;67.53;70.05;74.69;84.3;101.96;111.59;110.44;98.68;93.12;88.47;83.61;85.67;91.12;98.12;118.59;138.58;146.75;142.2;126.48;120.34;115.45
23.04.2023;100.86;86.84;75.69;72.75;71.38;71.09;66.72;76.01;81;69.16;62.81;58.05;51.79;41.98;39.78;41.72;47.9;69.48;105.45;126.42;129.74;110.66;103.22;97.86
24.04.2023;102.38;96.76;91.96;87.17;90.01;103.26;134.09;159.18;168.57;146.4;128.67;117.14;108;101.76;102.27;106.9;113.61;131.81;151.7;159.66;148.28;137.94;128.87;115
25.04.2023;95.28;91.27;88.59;87.7;90.32;99.55;127.36;146.7;144.06;121.52;103.15;94.48;85.76;78.71;74.48;78.57;82.79;104.31;126.12;148.61;153.47;136.28;123.72;109.28
26.04.2023;95.28;91.27;88.59;87.7;90.32;99.55;127.36;146.7;144.06;121.52;103.15;94.48;85.76;78.71;74.48;78.57;82.79;104.31;126.12;148.61;153.47;136.28;123.72;109.28
27.04.2023;95.28;91.27;88.59;87.7;90.32;99.55;127.36;146.7;144.06;121.52;103.15;94.48;85.76;78.71;74.48;78.57;82.79;104.31;126.12;148.61;153.47;136.28;123.72;109.28
28.04.2023;104.85;100.84;99.62;98.65;100.08;109.78;132.12;155.02;159.3;127.85;117.66;110.26;101.84;94.82;92.76;95.09;99.24;110.83;131.19;150.68;151.13;138.18;128.89;115.89
29.04.2023;113.36;102.44;100.65;97.8;97.34;97.99;102.1;107.24;111.28;104.6;90.66;84.31;79.97;70.26;64.29;64.39;72.43;93.26;114.05;133.33;136.4;126.29;118.37;105.34
30.04.2023;97.22;85.51;82.14;79.55;80.09;79.94;78.01;79.33;81.82;82.2;68.88;65.3;58.71;38.18;22.03;20.64;36.89;68.14;101.93;125.2;135.06;129.7;124.25;111.13
01.05.2023;39.2;37.63;35.74;32.94;32.98;33.8;30.21;32.92;36.23;38.44;37.24;38.29;36;30.21;29.68;28.4;29.89;49.35;75.47;107.01;81.42;78.99;77.58;58.55
02.05.2023;111.42;106.4;102.89;101.27;103.51;113.25;141.56;162.15;156.68;133.3;114.33;104.91;94.01;84.59;79.37;83.8;90.34;112.55;134.48;156.05;163.33;148.14;135.87;121.26
03.05.2023;111.42;106.4;102.89;101.27;103.51;113.25;141.56;162.15;156.68;133.3;114.33;104.91;94.01;84.59;79.37;83.8;90.34;112.55;134.48;156.05;163.33;148.14;135.87;121.26
04.05.2023;111.42;106.4;102.89;101.27;103.51;113.25;141.56;162.15;156.68;133.3;114.33;104.91;94.01;84.59;79.37;83.8;90.34;112.55;134.48;156.05;163.33;148.14;135.87;121.26
05.05.2023;119.61;114.81;112.1;110.38;111.56;121.68;144.76;166.12;170.85;140.39;128.26;116.6;105.61;95.09;88.27;89.4;94.38;110.46;135.3;155.94;156.48;144.44;136.34;122.63
06.05.2023;110.44;99.37;97.22;94.25;95.17;96.32;101.09;106.77;109.8;102.27;88.23;81.59;77.77;65.8;58.81;61.85;70.88;94.7;115.39;133.35;137.05;128.9;120.93;108.18
07.05.2023;98.66;88.43;83.74;79.41;78.12;78.08;74.84;76.23;78.61;76.12;61.47;58.09;51.93;27.9;8.51;8.31;28.71;64.9;100.27;120.25;128.9;124.22;119.31;104.88
08.05.2023;106.55;99.56;97.62;94.54;94.99;108.73;146.2;168.93;158.73;135.41;116.95;107.27;95.95;81;71.81;73.94;82.56;109.61;133.2;151.95;172.48;158.75;144.02;124.43
09.05.2023;116.31;110.11;106.09;103.93;105.97;115.75;144.54;164.75;142.57;123.66;107.23;98.71;89.76;80.89;75.95;79.57;85.19;104.57;124.14;143.61;168.82;154.68;141.73;125.87
10.05.2023;116.31;110.11;106.09;103.93;105.97;115.75;144.54;164.75;142.57;123.66;107.23;98.71;89.76;80.89;75.95;79.57;85.19;104.57;124.14;143.61;168.82;154.68;141.73;125.87
11.05.2023;116.31;110.11;106.09;103.93;105.97;115.75;144.54;164.75;142.57;123.66;107.23;98.71;89.76;80.89;75.95;79.57;85.19;104.57;124.14;143.61;168.82;154.68;141.73;125.87
12.05.2023;122.6;114.45;110.5;107.31;107.83;120.33;143.83;161.11;142.65;124.57;111.44;99.99;90.41;80.28;72.81;73.04;78.97;94.82;115.52;129.56;151.97;143.88;137.39;121.88
13.05.2023;110.54;98.44;94.38;91.05;91.68;92.11;95.72;102.2;103.96;93.96;80.49;68.19;63.35;51.43;43.37;46.21;54.96;84.43;113.32;135.82;141.75;136.62;130.73;115.58
14.05.2023;99.92;89.3;83.43;76.47;74.91;73.14;67.69;71.23;71.53;66.8;48.31;45.99;38.42;13.79;-2.87;0.39;21.02;63.95;109.41;131.79;142.23;138.52;133.75;116.66
15.05.2023;104.97;97.9;94.81;93.19;93.95;105.36;136.36;156.53;155.61;136.57;121.58;116.45;109.49;104.55;101.32;101.07;103.93;120.34;138.49;154.91;164.78;152.7;140.43;122.02
16.05.2023;112.04;105.71;101.64;99.59;101.34;111.68;139.1;157.55;149.24;132.62;118.33;112.14;103.36;95.1;89.75;91.76;96.66;113.58;131.46;149.15;161.32;149.9;138.79;122.11
17.05.2023;112.04;105.71;101.64;99.59;101.34;111.68;139.1;157.55;149.24;132.62;118.33;112.14;103.36;95.1;89.75;91.76;96.66;113.58;131.46;149.15;161.32;149.9;138.79;122.11
