DWH_REFERENZPREISE_FR;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23
07.02.2023;145.49;141.78;140.2;139.07;141.6;145.93;170.54;198.04;214.12;193.3;174.98;157.58;156.91;145.13;157.25;171.87;189.98;222.26;245.6;229;199.03;188.18;173.27;163.02
08.02.2023;160;155.13;150;147.95;145.97;149.6;175.69;196.64;215.9;182.54;171.84;148.62;140.23;135.14;136.46;144.74;158.3;183.99;192.45;193.03;176.29;162.84;169.72;160.97
09.02.2023;161.83;159.27;155.91;149.93;146.52;155.82;171.19;186.6;230;256.66;203.36;176.2;157.85;155.07;159.4;163.99;165.73;174.95;225;237.59;198.03;179.99;174.99;166.61
10.02.2023;155.58;154.28;150;139;138;144.59;167.29;186.3;202.71;186.91;168.29;155.29;135.7;125.5;124.58;131.86;150.8;161.7;176.97;185.88;172.27;167.48;167.03;160.93
11.02.2023;158.95;154.51;150.03;133.48;132.16;153.42;153.07;162.3;146.4;162.35;155;149.91;135.1;130.16;127.09;123.31;127.89;154.57;174.12;177.96;162.57;155.58;152.23;147.7
12.02.2023;149;134.47;132.47;128.1;129;130.14;135.71;144.79;149.4;150.33;145.56;140.07;129.89;120;120;124.63;135.16;158.54;175.1;175.58;170;157.06;152.88;144.66
13.02.2023;140.09;138.76;135.8;129.04;131;137.43;163.19;196.08;229.99;196.2;173.35;152.31;135.94;132.91;135.36;148.45;161.08;188.06;221.8;206.63;187.86;169.19;160.97;150.12
14.02.2023;135.62;132.32;132.16;132.12;132.32;141.93;166.46;199.99;206.98;180.6;164.63;143.42;131.11;128.6;127.9;131.98;152.05;180.83;199.99;192.97;175.81;160.09;151.03;141.73
15.02.2023;135.03;130.95;130;130.01;127.28;136.43;168.69;185;188.76;171.22;158.85;140.96;125.69;121.75;124.3;129.35;146.26;160.73;175.6;175;169.07;151.2;152.41;144.05
16.02.2023;150.87;145.95;144.91;130;126.49;132.67;152.48;169.77;175.91;173.73;163.51;158.33;144.14;125.57;130.06;136.9;142.03;166.81;170.34;167.71;159.59;146;132.04;123.9
17.02.2023;120;100.6;95.1;88.34;84;96.76;117.22;152;158.59;151.44;149.34;135.08;123.78;120;132.94;122.33;118.35;144.66;152.72;164.6;159.54;152.72;150.3;151.71
18.02.2023;146.52;134.06;129.49;93.04;80.28;77.55;85.75;94.32;110.92;130;110.95;108.05;100;84.17;86.37;97.6;111.34;129.58;148.63;153.98;136.48;121.19;117.42;113.95
19.02.2023;115.66;109.4;105.02;93;92.55;97.78;110.08;116.87;120;119.04;116.38;114.16;110.9;107;104.41;107.83;120.61;141.64;159.44;159.2;153.82;150.04;144.92;134.37
20.02.2023;107.93;113.3;110.52;107.21;108.58;113.3;128.43;156.74;168.46;158.12;149.48;141.08;118.5;117.54;113.5;114;118.5;140.74;153.55;168.72;162.56;154;148.41;148.22
21.02.2023;149.35;145.51;141.89;135.03;133.59;146.95;157.54;162.21;179.16;177.34;161.59;157.15;147.59;135;138.52;130.56;149.26;164.85;178.13;177.1;170;158.8;153.2;142.58
22.02.2023;139.9;128;125.3;126.49;126.99;133.05;155.01;173.13;176.34;164.55;154.9;150.01;148;132.64;136.42;151.18;157.13;165.01;175;172.73;162.06;154.02;153.16;135
23.02.2023;135.01;131.77;129.24;124.81;125.2;130;153.98;170;178.24;174.48;166.1;164.86;150.3;146.48;141.28;136.09;140.44;152.8;165.22;165;161.25;151.14;148;136.87
24.02.2023;133.84;128.82;140.7;124.02;117.74;138.68;153.42;160.68;165.45;161.72;160.1;160.61;146.81;142.85;139.54;128;125.74;150.66;160.3;174.18;171.8;160.75;157.3;153.1
25.02.2023;149.84;145.3;141.9;131.8;129.82;130.86;135.04;150.43;153.98;157.5;152.32;146.96;144.51;129.99;121.18;117.93;119.56;133;153.92;163.34;160.22;148;149.3;145.44
26.02.2023;136;130;120.8;110.65;107;106.8;107.04;109.23;130.82;134.1;97.82;93.62;86.51;55.93;55.84;84.73;98.92;129.9;153.7;156.91;153.64;141.64;138.29;132.98
27.02.2023;122.83;133.09;132.9;125.03;120.07;139.83;163.49;186.66;195.42;177.16;182.17;163.74;140.11;134.07;130.47;130.97;146.44;168;189.93;197.23;174.49;160.3;153.46;149.46
28.02.2023;134;137.01;143.17;138.23;138.23;138.82;162.45;177.91;194.77;194.8;173.1;161.21;149.49;147.53;152.92;150.01;150.28;173.13;193.87;195.8;176.17;165.01;158.41;152.09
01.03.2023;145;140;139.64;135.8;131;140.06;162.63;184.74;186.03;165.53;150.94;140.33;132.58;130.47;130.26;126.65;136.93;159.03;183.69;199.95;170.41;163.78;159.97;152.01
02.03.2023;145.69;142.49;141.8;140;140;144.52;165.52;186.41;223.92;207.05;190.67;164.99;148.41;145.13;154.56;148.01;146.09;166.92;188.37;229.28;185;166.82;160;153.69
03.03.2023;147.56;145.79;143.54;143.11;143.62;146.37;162.19;187.03;220;200.74;191.04;158.04;146.37;143.47;145.1;145.64;142.41;156.59;165;191.14;186.85;163;158.02;155.76
04.03.2023;142.24;137.33;142.1;137.52;136.4;136;134.99;145.39;150;151.99;144.4;134.48;124.42;115;111.9;117.3;123.01;140;163.1;195.83;173.2;160.61;149.7;147
05.03.2023;144.09;142;147.73;142.47;142.49;143.03;143;141.14;135.54;137.26;133.43;132.89;130;126.15;123.26;131.93;137.75;145.14;170.01;194.77;184.02;167.64;155.42;154.66
06.03.2023;149;149.76;144.76;135.97;134;138.7;159.8;185;217.09;201.54;170.26;160.84;149.67;144.76;142.77;144.38;150;160.91;183.89;201.69;172.6;156.5;147.5;140.14
07.03.2023;138.1;133;128.35;124.29;124.41;128.58;144.16;180.33;190.07;193.19;178.44;159.65;142.78;140.92;147.19;143.33;132.53;148.46;167.43;232.47;162.03;145.78;139.82;132.5
08.03.2023;123.82;120.45;119.8;111;111;118.23;140.68;158.53;173.1;162.98;152.9;144.22;137.25;135.93;137.2;140.94;144.42;153;166.89;170.02;153.77;135.02;129.11;119
09.03.2023;113.66;111.39;111.02;109.38;111.22;113.02;137.4;150.19;159.16;150.8;142.02;131.49;121.74;116.21;115.87;117.3;119.11;134.7;147.58;145.45;135.1;125.43;123.82;109.7
10.03.2023;102.89;100.68;99.06;98.84;99.09;105;119.81;136.97;140.91;136.61;131.89;125.1;116.34;112.64;114.95;113.29;111.04;130.15;136.41;137.61;125.57;122.26;129.5;129.5
11.03.2023;131.86;127.4;126.07;100.7;110;114.64;130.03;130.94;137;133.6;128.5;111.9;105.13;88.22;110;94.12;105.95;130.09;145.4;159.24;131.68;119.96;131.8;130.17
12.03.2023;121.67;101.78;101.73;91.05;92.48;92.66;91.41;89.64;90.38;93.8;91.68;87.51;79.36;68.83;70;74.9;85.05;100.79;120.31;141.04;129.97;105.06;94.98;82.2
13.03.2023;47.72;38.1;33.6;18.64;12.95;27.03;53.36;91.72;95.11;59.09;42.65;29.59;9.63;8.35;9.31;10.08;13.5;58.42;94.2;102.16;84.95;57.92;35.45;23.32
14.03.2023;9.57;4.55;4.16;2.36;4.16;12.85;50.17;94.36;100.11;90.38;75.92;60.98;48.06;56.44;66.39;62.88;83.29;130.03;152.51;200.41;179.84;157.77;152.34;143.96
15.03.2023;133.86;124.69;122.65;120.51;120.67;131.81;144.52;173.02;185.31;166.39;155.34;144.63;137.74;122.05;118.78;119.69;132.52;150.8;182.3;199.72;175.25;147.36;139.35;127.63
16.03.2023;117.39;107.59;103.8;100;98.07;103.82;129.57;142.35;138.03;117.12;103.2;91.54;85.57;78.93;81.11;85.53;96.35;120.15;132.7;130.89;117.14;102.49;102.47;89.01
17.03.2023;79.66;74.57;71.69;65.17;66.78;81.59;111.3;126.28;117.7;111.15;110.25;93.52;78.69;80.38;89.51;99.03;109.54;126.89;136.11;141.63;130.3;115;110.35;109.5
18.03.2023;111.4;105.87;97.99;95;96.18;99.8;103.5;105.43;100.64;102.55;96.92;91.1;84.06;80.42;87.52;92.08;104.43;130.74;156.95;169.54;144.15;132.92;129.95;118.46
19.03.2023;110.03;106;99.6;99.18;98.74;103.36;100;102.45;101.44;102.26;100.25;99.06;97.33;94.04;95.01;98.67;106.09;125.21;145;152.91;144.71;135.27;132.9;130
20.03.2023;124;114.94;113.06;110.18;110.25;116.4;135.77;148.43;148.51;137.56;122.75;115.79;104.65;100.1;101.93;104.94;114.06;133.32;151;165.47;152.36;135.49;127.5;117.04
21.03.2023;120.79;112.28;111.56;108.65;110;118.21;130.09;145.66;143.66;128.71;115.11;107.04;102.45;100.09;99.1;99;102.46;114.07;132.93;143.9;137.33;109.73;108.45;95.46
22.03.2023;79.93;76.24;75.79;71.79;69.97;77.65;94.36;110.07;114;98.14;72.28;69.01;60.69;59.1;66.8;70.8;83.08;102.46;120.78;140;125.98;109.08;101.74;86.93
23.03.2023;71.72;69.9;60.46;52.51;58.06;61.76;87.7;112.45;109.2;87.94;59.1;47.07;42.16;42.06;54.61;58.27;91.1;119.47;137.05;144.43;122.61;94.65;90.78;78.95
24.03.2023;56.74;46.15;43.43;42.67;38.87;44.41;66.28;84.29;82.9;63.57;44.8;32.26;29.28;20.54;12.26;11.22;29.59;78.55;100.8;116.23;97.36;82.58;76.2;64.9
25.03.2023;35.58;17.32;7.33;1.32;3.54;5.04;12.32;32.53;25.43;15.75;9.07;0.04;-0.02;-0.03;-0.02;-0.01;1.79;30.36;65.69;84.37;77;69.01;66.7;67.31
26.03.2023;63.84;53.53;;55.86;52.55;49.63;63.49;73.09;71.55;79.86;79.51;67.31;40;43.77;50.62;46.06;48.35;77.09;106.65;117.86;112.59;104.63;99.42;94.64
27.03.2023;96;94.15;87.48;83.99;84.9;97.18;115;142.99;153.77;149.88;131.77;110.03;122.93;100.06;80.51;98.38;87;96.07;125.91;164.79;187.6;163.68;142.46;132.05
28.03.2023;131.77;120;114.8;110.93;105.16;114.48;130;160;175.08;145.42;132.57;120.08;103.57;96.95;92.9;94.26;95.96;108.59;136.87;160.98;160;133.01;127.3;113.54
29.03.2023;98.53;95.19;98.67;99.44;98.34;99.2;117.04;144.13;152;144.17;130.08;119;110.99;105.6;101.55;104.94;104.57;111.41;125.89;150.01;132.92;114.92;109.9;94.8
30.03.2023;89.71;82.9;81.05;78.77;78.46;77.15;91.43;121.2;129.3;110;90.66;80.35;65.27;28.5;9.53;17.77;39.62;76.26;99.71;121.36;120.55;103.28;100.77;90.76
31.03.2023;65.13;64.9;57.1;48.62;35.51;42.79;95.81;113.02;112.55;99.92;89.98;95.11;59.02;32.97;56;44.28;7.68;75.65;97.6;108.85;111.74;98.83;86.73;80
01.04.2023;82.19;63.9;53.84;42.5;39.45;38.32;42.5;54.67;63.78;63.23;52.86;52.24;43.39;41.59;35.41;37.18;42.95;57.69;90.58;94.67;97.03;82.58;81.09;68.02
02.04.2023;74.42;64.8;58.51;60.46;58.51;60.46;58.72;70.08;75.55;66.09;54.95;60.52;74.08;31.83;17.52;22.24;31.13;41.74;100.41;130;132.81;124.65;121.61;110.02
03.04.2023;120.98;117.01;119.6;113.03;100.43;110.07;140.07;170.58;195;155.64;138.77;115.68;87.65;91.88;71.56;78.91;82;100.35;133.77;158.11;165.33;151.85;131.95;113.12
04.04.2023;110.85;110.33;117.86;115.57;116.38;121.91;145.35;180.94;201.67;173.37;131.56;112.02;113.66;108.99;107.31;108.71;112.73;122;147.1;180;177.32;156.1;141.4;129.76
05.04.2023;126.73;117.56;119.25;117.92;124.11;133.56;166.09;208.16;190.5;153.74;134.44;122.24;113.16;113.1;113.23;112.96;116.45;135.53;156.48;199.56;191.58;164.98;151.39;139.13
06.04.2023;135.54;124.12;120;115.33;114.85;124.91;142.51;161.63;163.08;150.91;140.71;137.1;117.41;107.42;108.85;108.87;109.87;121.41;140;150.1;144.9;138.99;127.45;122.88
07.04.2023;116.61;110.43;113.79;115.33;112.02;111.23;132.87;141.45;143.03;143.32;124.5;116.74;105.48;100.72;102.26;100.22;106.42;114;128.16;143.17;150.11;143.35;139.5;135.96
08.04.2023;126.24;115.07;115.33;110.75;110.78;112.16;116.14;129.35;135.01;132.1;114.41;106.78;98.45;93.42;88.92;92.16;97.9;106.4;121.23;136.15;140.21;137.31;134.9;126.98
09.04.2023;127.99;117.86;119.83;117.99;118.24;117.86;120;118.9;122.98;112.21;100;87;81.96;60.01;55;56;74;86.35;115.2;129.97;133.46;126.39;115;106.94
10.04.2023;98.21;81.85;78.14;71.9;70;72.96;80;78.14;70;55.13;27.75;20.53;15.52;1.5;-0.01;-0.03;0.81;20.02;54.41;80.19;85;84.4;89.7;67.21
11.04.2023;23.58;1.41;0.94;1.09;6.11;36.41;96.96;130.97;142.13;123.35;118.62;103.3;110.65;105.53;97.76;92.82;55.76;85.47;130.8;162.46;165.38;141.39;130.8;111
12.04.2023;96.8;82.89;72.73;66.47;67.77;80.39;110.02;127.24;136.41;131.99;120;111.56;100.8;97.36;97.62;97.07;100.34;109.8;128.45;138.52;130.85;120.75;109.3;97.95
13.04.2023;97.23;85.09;80.19;72.86;72.89;84.8;106.89;128.09;152.06;145.78;109.09;115.23;109.21;104.05;104.66;108.3;102.39;112.34;130.91;169.73;178.87;159.95;139.89;134
14.04.2023;118.09;112.8;116.54;112.8;113.14;127.4;144.74;171.67;175.67;151.62;140.8;126.1;109.77;105.33;106.62;105.97;104.72;118.9;138.16;151.9;152.71;152.09;135.23;120.29
15.04.2023;111.26;110.76;106.85;99.91;93.8;95.34;99.14;123.42;114.91;123.95;121.79;113.77;112.94;106.72;111.52;92.26;105.3;123.11;130.09;128.63;127.79;110.39;93.29;100.76
16.04.2023;74.33;65.14;66.2;63.39;66.36;70.89;87.15;111.57;104.62;105.79;104.03;103.26;101.03;98.3;100.2;109.5;105.42;116.46;119.14;124.9;128.89;106.92;97.49;92.5
17.04.2023;96.4;87.88;86.95;75.4;74.27;87.86;123.38;138.07;166.17;147.75;132.26;124.85;108.8;105.65;102.68;107.97;108.6;128.4;157.6;169.41;161.14;151.22;142.47;131.54
18.04.2023;86.48;79.01;74.71;64.36;68.31;86.62;128.49;146.47;146.72;131.82;122.79;112.58;124.19;126.34;119.4;120.92;104.87;116.86;135.91;157.76;174.64;162.53;140.46;130.05
19.04.2023;146.58;143.73;139.16;127.78;113.17;121.59;135.45;132.31;173.3;159.88;134.57;123.23;101.71;88.72;88.38;82.51;112.42;145.2;183.84;185.2;150.36;145.28;151.97;135.05
20.04.2023;133.58;129.28;125.35;115.39;101.59;106.38;120.27;114.14;165.52;151.47;123.4;117.31;84.99;72.68;72.66;75.64;103.23;145.66;183.59;182.42;140.96;138.12;145.87;127.92
21.04.2023;122.29;112.23;111.06;106.85;105.17;110.81;130.67;149.65;129.89;123.16;112.54;108.32;104.1;96.93;90.28;86.3;84.63;89.59;101.82;112.66;142;139.04;134.61;126.18
22.04.2023;106.34;97.45;95.52;90.17;86.16;87.76;93.56;96.72;102.72;105.78;97.21;92.66;90.94;81.5;72.78;68.15;71.03;80.93;97.44;108.34;115.51;115.78;115.08;110.89
23.04.2023;107.36;94.06;92.78;86.59;82.27;81.07;83.77;84.54;89.81;86.75;80.94;77.57;79.42;69.08;59.9;56.88;58.76;68.42;93.74;111.44;125.14;126.38;127.67;111.22
24.04.2023;106.47;98.99;98.86;93.99;93.15;107.48;128.4;178.65;194.88;152.69;132.88;122.33;115.97;114.01;107.13;103.97;101.65;104.39;129.28;146.23;142.07;134.75;129.43;118.09
25.04.2023;109.52;100.97;96.67;91.9;90.54;97.98;117.68;135.13;150.51;138.93;124.75;118.63;116.41;108.53;103.58;98.94;98.01;104.54;119.98;135.32;133.29;128.7;123.6;119.05
26.04.2023;109.52;100.97;96.67;91.9;90.54;97.98;117.68;135.13;150.51;138.93;124.75;118.63;116.41;108.53;103.58;98.94;98.01;104.54;119.98;135.32;133.29;128.7;123.6;119.05
27.04.2023;109.52;100.97;96.67;91.9;90.54;97.98;117.68;135.13;150.51;138.93;124.75;118.63;116.41;108.53;103.58;98.94;98.01;104.54;119.98;135.32;133.29;128.7;123.6;119.05
28.04.2023;114.99;106.62;104.73;100.36;98.84;105.51;122.9;136.53;149.59;142.2;131.65;126.24;121.74;112.77;105.06;100.11;98.57;105.24;120.24;133.81;129.4;128.38;124.79;118.35
29.04.2023;110.31;101.7;99.11;92.99;88.06;89.52;95.8;99.15;103.57;106.44;98.29;94.8;93.87;85.04;75.76;70.44;73.69;83.93;99.16;111.02;116.83;117.65;118.8;114.4
30.04.2023;101.99;87.75;85.06;76.42;73.05;72.5;73.76;75.08;79.98;88.4;81.43;78.2;78.77;55.52;47.43;43.08;46.48;58.08;89.56;108.39;118.53;120.81;121.05;110.49
01.05.2023;93.81;102.89;107.01;116.95;99.22;83.52;70;49.38;44.1;40.8;42.59;57.88;65.61;71.7;78.8;78.35;77.34;79.36;85.28;88.34;84.96;89.19;92.23;105.55
02.05.2023;118.44;109.63;104.78;99.44;99.23;107.86;129.14;147.78;156.14;144.34;131.29;126.39;122.04;113.69;109.24;104.55;104.14;113.25;131.26;147.85;147.48;143.03;137.47;128.34
03.05.2023;118.44;109.63;104.78;99.44;99.23;107.86;129.14;147.78;156.14;144.34;131.29;126.39;122.04;113.69;109.24;104.55;104.14;113.25;131.26;147.85;147.48;143.03;137.47;128.34
04.05.2023;118.44;109.63;104.78;99.44;99.23;107.86;129.14;147.78;156.14;144.34;131.29;126.39;122.04;113.69;109.24;104.55;104.14;113.25;131.26;147.85;147.48;143.03;137.47;128.34
05.05.2023;127.14;119.37;114.36;107.8;105.99;114.65;133.44;150.09;157.63;147.69;135.28;130;127.14;118.07;111.6;106.09;106.25;111.25;128.01;142.12;142.66;142.17;139.03;131.56
06.05.2023;121.79;112.51;108.87;103.29;96.54;97.64;103.22;108.41;111.76;111.06;103.34;101.27;99.58;90.73;81.61;75.52;76.51;89.47;109.33;122.83;129.11;132.05;132.73;124.45
07.05.2023;109.8;94.8;88.9;77.35;74.78;74.23;74.08;76.55;81.75;88.59;78.39;75.87;75.82;49.2;43.1;41.06;44.9;58.58;94.21;116.86;128.88;134.32;134.91;122.44
08.05.2023;140.85;120.32;109.7;96.55;88.96;86.13;83.13;89.09;103.85;114.09;113.46;122.11;123.89;113.48;86.55;67.6;28.83;78.95;118.56;162.94;153.12;161.11;163.34;155.59
09.05.2023;119.36;110.69;105.8;100.56;101.03;110.01;130.69;148.65;153.32;142.54;131.57;128.32;122.2;114.52;111.32;105.97;107.04;116.44;134.46;150.67;151.57;146.45;140.77;129.87
10.05.2023;119.36;110.69;105.8;100.56;101.03;110.01;130.69;148.65;153.32;142.54;131.57;128.32;122.2;114.52;111.32;105.97;107.04;116.44;134.46;150.67;151.57;146.45;140.77;129.87
11.05.2023;119.36;110.69;105.8;100.56;101.03;110.01;130.69;148.65;153.32;142.54;131.57;128.32;122.2;114.52;111.32;105.97;107.04;116.44;134.46;150.67;151.57;146.45;140.77;129.87
12.05.2023;122.47;113.71;107.72;101.61;100.36;110.9;131.02;151.47;154.9;141.44;128.9;121.93;117.85;109.04;102.95;99.21;101.27;106.92;123.62;136.33;138.34;135.91;133.93;124.27
13.05.2023;115.66;105.47;102.29;96.52;97.15;98;102.12;101.63;104.44;106.33;100.25;99.19;98.83;91.08;82.94;76.5;75.2;88.75;108.66;124.07;130.61;133.11;135.72;127.46
14.05.2023;103.31;92.31;84.46;72.15;69.24;67.21;66.85;69.99;73.18;80.05;69.55;68.23;67.19;47.28;38.06;36.41;41.23;56.15;93.14;117.36;129.96;134.92;135.91;121.58
15.05.2023;110.18;101.24;97.05;93.33;92.67;106.31;127.58;146.64;149.8;140.66;128.62;125.04;121.28;113.2;109.65;107.63;107.43;117.93;136.19;152.65;152.71;146.12;142.67;129.6
16.05.2023;122.02;111.48;106.39;101.27;100.77;110.13;131.34;150.02;152.68;143.09;131.7;128.77;124.2;114.95;111.09;105.12;106.84;117.09;133.94;149.81;151.94;146.06;144.22;133.12
17.05.2023;122.02;111.48;106.39;101.27;100.77;110.13;131.34;150.02;152.68;143.09;131.7;128.77;124.2;114.95;111.09;105.12;106.84;117.09;133.94;149.81;151.94;146.06;144.22;133.12
18.05.2023;81.65;75.74;69.75;66.32;64.94;63.46;61.81;64.87;81.91;81.04;80.88;81.06;82;74.97;68.29;66.31;68.85;79.48;88.69;101.04;83.68;85.6;90.69;82.5
