DWH_REFERENZPREISE_AT;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23
14.01.2023;118.48;101.83;95.27;73.44;67.03;79.67;108.09;124.09;139.07;139.07;139.07;139.1;136.54;138.54;139.05;165;139.08;171.09;145.55;139.1;114.87;74.41;100.09;77.18
15.01.2023;21.63;27.89;16.81;5.86;4.31;4.71;9.63;42.76;112.01;118.08;108.44;117.18;112.64;90.43;112.08;120;130.07;149.92;134.18;130.03;125.65;116.49;118.02;66.33
16.01.2023;60.01;60.01;62.72;56.1;63.3;87;154.63;175.11;185.99;170;169.72;160.92;160.97;165.32;165.34;166.77;169.97;166.79;173.72;154.76;139.29;128.88;124.09;110.64
17.01.2023;105.99;104.82;103.88;99.45;101.38;109.88;133.4;159.93;177.55;161.04;145.47;135.98;133.75;138.6;151.45;167.97;181.8;190.1;185.73;180.53;159.97;149.02;144.78;128.98
18.01.2023;122.85;130;129.95;125.44;120.17;126.6;151.84;171.69;190;184.14;164.93;158.7;144.99;158.6;164.92;164.96;161.99;165.56;167.13;156.49;142.05;134.75;132.23;117.68
19.01.2023;116.81;120.04;120;114.07;120.03;117.18;136.93;164.96;174.95;172.41;168.82;165.54;162.66;164.95;170.1;180.17;179.69;189.91;174.98;192.9;170.1;159.54;164.91;141.17
20.01.2023;146.62;144.5;135.54;135.2;144.98;148.51;176.01;208.06;235.02;215.1;208.24;200.32;189.26;181.63;182.36;192;200;208.22;204.45;197;175.7;166.37;162.98;142.76
21.01.2023;135.09;129.71;137.64;129.77;131.18;132.06;130.35;137.66;146;171.66;170.01;156.94;147.91;137.02;136.58;135.9;144.22;173.92;179;150.41;143.92;136.41;132.14;118.39
22.01.2023;137.01;145.03;143.97;139.06;139.05;139.04;137.07;125.55;135.61;145.28;153.82;161.63;162.96;150;154.9;157.49;171.03;191.99;195.54;194.9;182.23;171.62;164.22;154.63
23.01.2023;148.93;149.97;150.61;148;149.28;150.53;189.9;226.54;257.87;270;249.74;230.01;220.77;218.88;219.51;218.99;224.58;248.9;248.07;223.19;203.91;183.75;172.27;163.6
24.01.2023;164.85;160;155.32;149.32;153.55;164.09;183.61;210.08;251.1;256.43;238;229.98;217.92;206.05;215.28;217.98;224.58;250;250;231.13;214.02;187.56;174.57;162.68
25.01.2023;150.41;149.47;148.16;144.44;144.1;150.6;172.05;200.9;225.04;225;212.42;200.98;193.2;185.2;191.9;197.3;199.19;206.67;211.61;198.98;178.99;169.42;166.5;156.63
26.01.2023;150;142.34;138.61;136.01;135.95;143.85;165.46;186.81;198.95;203.58;197.47;196.96;194.22;181.22;178.73;175.08;176.04;186.2;187.88;179.57;166.54;155.12;151.91;138.08
27.01.2023;136.61;134.89;132.04;125.65;128.5;134.54;151.92;176.1;195;199.19;195;190;183.06;180;181.5;185;188;198.05;200.7;193.52;181.5;166.31;156.14;140.69
28.01.2023;139.9;134.72;133.03;127.63;125;122.74;128.14;136.09;145.43;160.1;161.53;157.81;148.78;141.7;146.29;148.59;154.27;164.93;174.96;165.84;151.62;146.47;142.58;141.86
29.01.2023;156.35;133.06;128.01;123.09;123.01;122.32;130.31;133.1;153.95;156.83;133.1;128.73;132.85;116.44;123.03;128.47;136.28;164.95;171.98;163.6;162.22;153.57;141.99;133
30.01.2023;115.68;129.08;125.86;129.06;132.01;135.45;174.9;183.91;186.98;179.78;172.93;169.89;169.61;172.95;171.13;178.89;174.91;174.95;186.96;165.75;155.49;143.97;137.09;110.06
31.01.2023;117.57;116.86;112.34;115.99;111.85;118.11;151.03;177.32;184.44;174.95;169.7;153.73;148.45;150;151.86;154.05;158.62;174.87;167.89;165.72;146.01;135.18;133.09;116.19
01.02.2023;104.02;104.03;102.41;92.62;123.06;116.33;164.27;174.74;179.96;167.32;161.9;159.95;149.41;142.22;156.07;147.48;151.74;148.33;174.98;162.68;143.77;131.36;123.04;118.28
02.02.2023;121.29;103.56;100.51;102.96;104.28;126.06;160.09;178.62;175.08;178.2;170.09;167.21;156.86;152.74;161.44;163.39;167.28;178.17;183.12;172.96;164.82;151.83;142.06;133.99
03.02.2023;111.32;104.57;98.46;92.95;124.53;156.5;172.63;186.78;180.3;179.95;167.64;165.66;144.59;138.63;137.48;149.71;143.43;152.33;160.01;154.94;138.36;125.08;120.04;96.93
04.02.2023;114.65;120.69;120.05;121.22;123.33;122.46;132.77;156.1;164.19;169.83;164.11;156.39;148.84;133.37;134.09;141.61;155.36;170.29;184.16;179.96;167.76;158.08;152.37;136.46
05.02.2023;133.02;122.9;118.5;124.1;115.67;113.05;113.79;115.4;121.12;118.03;117.96;123.09;117.07;107.46;110.15;116.4;133;150.25;171.36;172.59;166.51;153.65;155.73;144.18
06.02.2023;145;143.73;143.37;140.05;140.1;148.93;175.64;200.65;213.39;200.46;184.92;177.84;167.78;160.03;161.32;170.07;181.8;198.94;213.5;205.38;186.21;166.45;159.26;154
07.02.2023;145.32;141.52;140.02;138.86;141.59;148.54;170.54;198.04;214.16;191.85;172.95;152.04;151.35;146.94;157.18;171.95;189.98;222.26;245.6;229;199.03;188.18;173.36;163.01
08.02.2023;160;155.12;150;147.95;145.97;151.5;175.69;196.64;215.9;178.88;153.6;143.25;142.75;141.35;151.34;160;163.27;183.99;192.45;183.53;160;159.91;139.66;134.66
09.02.2023;124.01;129.27;126.07;124.62;129.27;142.97;167.91;185.41;180.1;160;139.98;149.99;149.96;149.94;150;158.61;167.94;177.78;183.61;180.1;172.44;152.9;149.97;145.7
10.02.2023;136.5;135.97;131.16;129.61;130.49;141.98;161.5;186.05;198.04;165.71;144.55;149.41;139.92;128.4;152.33;157.95;160;172.58;202.68;167.96;160.92;156.09;162.03;138.14
11.02.2023;159.99;154.51;150.03;145.89;146.78;140;154.95;160.77;158.97;157.94;147.01;154.71;140;129.5;137.63;150.84;158.98;157.72;161.47;155.01;148.69;129.33;140.1;140.1
12.02.2023;128.05;126.99;131.47;128.08;128.59;128.37;134.17;136.2;149.4;145.97;145.56;140.07;129.89;120;120;124.63;135.16;158.54;169.57;170.86;162.24;151.98;155;143.29
13.02.2023;139.83;134.47;133.05;129.04;131.8;137.59;163.19;196.08;227.26;196.2;173.35;153.34;143.54;140.39;145.17;157.02;170.35;188.06;221.8;206.71;187.86;168.95;160.97;150.12
14.02.2023;135.62;132.32;132.16;132.12;132.32;141.93;166.22;199.99;206.98;180.6;160.93;145.86;132.72;131.52;134.21;150.77;163.55;181.25;199.99;192.97;175.81;160.09;151.03;141.73
15.02.2023;136.1;130.95;130;130.01;131.45;144.52;164.35;185;188.76;171.22;158.85;150.07;145.84;144.15;148.56;157.41;164.98;181.4;204.28;179.38;170.94;160.54;159.91;143.87
16.02.2023;145.08;136.35;137.4;134.89;134.46;150.38;170.41;177.91;179.23;169.31;159.93;133.44;124.78;146.44;151.01;155.83;158.47;169;179.06;176.44;164.84;156.9;143.27;136.95
17.02.2023;122.07;138.5;138.02;136.39;138;144.72;159.76;173.23;181.91;169.97;160.93;156.97;149.83;150.01;145.68;146.03;149.93;145.01;147.78;157.75;140.74;135.46;139.12;126.82
18.02.2023;110.01;97.96;110.08;109.99;109.98;100.8;110.03;120.38;120.56;124.06;114.03;114.02;110.08;100.08;86.37;110.09;124.05;133.17;157.44;159.63;141.82;124.09;119.29;115.04
19.02.2023;110.86;108.06;108.01;93;92.55;97.78;101.72;108.54;114.35;119.02;118.09;116.59;112.2;107;101.75;108.61;120.72;144.65;163.96;164.11;142.21;129.75;123.51;102.71
20.02.2023;85.96;64.15;64.22;53.34;76.56;109.27;136.6;154.34;159.63;154.41;122.94;113.43;114.82;111.2;110.03;140.35;152.86;153.95;159.96;154.49;119.5;118.03;109.1;89.32
21.02.2023;76.78;73.67;73.02;83.93;99.9;107.37;137.55;159.99;165.94;159.92;159.94;141.56;132.15;127.72;133.91;130.56;150.44;164.85;178.13;177.1;170;158.8;153.2;142.58
22.02.2023;139.9;128.53;125.3;128.36;128.96;139.14;157.96;173.13;176.34;164.55;153.11;140.42;135.69;132.5;138.01;152.96;157.99;165.01;175;172.73;162.06;154.02;151.3;137.03
23.02.2023;136.31;133.18;130.19;124.94;125.34;130.32;153.98;170;179.03;170.99;157.94;153.9;144.39;139.85;138.79;146.97;151.97;155;165.22;165;157.46;151.14;146.21;132.78
24.02.2023;134.53;121.54;123.7;117.72;118.64;123.41;150.93;158.25;158.62;154.96;143.66;140;135.77;128.08;126.43;135.51;134.94;146.91;152.92;149.38;139.21;118.77;112.34;104.44
25.02.2023;101.55;99.9;90.56;85.7;91.41;88.03;88.03;96.75;104.05;105.48;105.09;109.02;104.02;109.01;109.03;109.09;105.08;125.05;143.98;140.1;126.19;112.61;122.2;116.09
26.02.2023;113.2;109;107.25;107.83;105.39;106.17;107.04;109.12;109.71;109.92;109.93;110.03;109.9;70.57;69.7;84.81;98.92;129.9;153.7;156.91;153.64;141.64;138.29;132.98
27.02.2023;122.83;132.03;131.3;125.03;120.07;139.83;163.99;186.66;180.77;166.15;156.93;142.74;138.87;134.98;131.12;131.75;151.16;169.83;189.98;197.86;174.49;160.3;153.46;149.46
28.02.2023;134;119.51;115.26;118.34;120.94;140.56;162.96;177.94;180.41;156.97;149.99;144.95;149.49;144.95;144.87;152.2;154.27;173.13;193.87;194.28;173.63;159.91;154.92;144.67
01.03.2023;135.99;123.38;118.01;129.75;130.69;140.92;163.18;185.67;186.03;172.28;159.96;156.94;147.21;143.36;144.9;146.84;152.63;164.69;184.78;170.1;167.64;144.99;144.96;130.81
02.03.2023;130.53;132.63;133.43;126.93;122.6;136.09;161.09;176.45;163.86;156.97;152.99;155.95;148.41;145.54;154.56;150;153.14;169.32;191.56;186.68;167.15;159.93;152.94;136.92
03.03.2023;141.66;133.11;133.02;132.19;131.79;137.91;162.19;187.03;181.1;159.98;166.76;154.97;146.37;144.91;145.03;142.48;147.31;157.87;165;160;147;124.46;141.53;123.17
04.03.2023;119.91;110.06;107.1;110.02;110.07;112.64;119.74;146.9;145.96;140.04;116.07;116.08;108.63;98.56;100.34;106.37;116.1;140;154.92;157.59;147;128.49;126.84;116.05
05.03.2023;115.88;111.92;112.92;113.06;113.38;114.11;113.77;115.5;114.71;116.08;116.1;116.06;113.85;112.51;111.99;118.17;134.1;145.14;163.03;154.94;159;154.92;145.99;136.64
06.03.2023;140.54;130.22;127.72;125.82;126.65;138.87;159.8;185;217.09;188.35;170.26;160.84;149.39;144.55;143.61;146.77;152.07;161.63;184.54;181.2;154.01;136.7;126.98;116.65
07.03.2023;122.6;119.52;116.07;116.06;124.41;139.58;154.91;162.96;152.96;160;144.94;137.81;116.16;123.09;121.46;143.33;143.99;150.96;160;143.91;153.48;140.81;125.9;118.96
08.03.2023;118.35;115.09;114.23;111;111;118.23;140.68;158.53;173.1;162.96;152.79;143.98;136.8;135.93;136.93;140.81;144.4;152.99;166.89;170.02;153.77;137.27;130.72;119
09.03.2023;113.66;111.39;111.02;109.38;111.22;113.02;137.46;151.31;158.01;150.93;141.57;131.14;121.47;115.96;116;122.25;126.5;141.53;149.95;147.64;140.6;128.19;123.82;109.7
10.03.2023;102.89;100.68;99.06;98.84;99.09;105;119.81;137.13;140.91;136.61;131.89;125.1;116.24;112.38;116.22;117.54;117.69;133.92;140.92;140.81;117.66;111.22;108.09;96.5
11.03.2023;85.52;82.12;83.35;87.2;93.55;100.77;110.76;115.75;117;104.03;103.6;87.84;83.94;75.1;79.98;84.71;102.52;130.43;147.27;144.98;132.42;119.96;123.2;113.66
12.03.2023;125.39;105.09;104.08;94.48;96.16;95.84;95.44;93.81;91.12;96.51;90.05;86.17;82.9;69.23;70;74.9;85.05;105.09;130.75;141.04;129.97;107.46;95.95;88.46
13.03.2023;90.06;71.05;37.19;47.34;86.6;132.73;139.94;141.56;136.91;130.43;100.07;88.87;85.03;100.07;109.41;115.68;136.98;142.44;137.72;129.3;119.97;85.03;35.45;23.32
14.03.2023;9.57;4.84;4.69;4.04;6.95;67.04;125.58;136.99;129.3;100;78.45;60.8;95.1;90.04;90.03;95.26;128.5;139.17;149.96;166.43;151.97;136.95;130.1;116.32
15.03.2023;112;109.76;107.92;106.89;107.21;121.68;143.06;160;147.92;126.58;119.19;109.43;99.94;99.28;102;107.36;122;150.8;182.3;199.16;170.55;147.36;139.35;127.63
16.03.2023;117.39;107.6;103.8;100;98.07;103.85;130.08;142.35;138.03;117.12;103.2;91.73;86.57;81.54;84.87;89.41;114.61;138.7;137.96;136.04;122;108.13;95.53;82.06
17.03.2023;66.83;60.27;55.64;63.52;65.53;81.59;105.59;116.68;108.52;92.09;88.02;79.98;75.66;74.05;88.05;99.03;109.54;127.61;136.85;135.02;129.91;110.89;107.09;102.25
18.03.2023;107.67;100.25;97.14;95;96.18;99.8;103.5;105.43;99.89;102.09;96.4;90.84;84.06;80.42;87.52;92.08;104.43;130.74;156.95;169.54;144.15;132.92;129.95;118.46
19.03.2023;110.03;106;99.6;99.18;98.74;103.36;100;102.45;101.44;102.26;99.4;98.37;96.96;94.04;95.01;98.67;106.09;132.16;145;152.91;144.71;135.27;132.9;130
20.03.2023;124;114.94;113.06;110.18;110.25;116.4;135.77;148.43;148.51;137.56;122.75;115.79;105.07;101.1;103.32;106.29;115.91;137.19;151.27;165.47;152.36;135.49;127.5;117.04
21.03.2023;120.79;112.28;111.56;108.65;110;118.21;131.84;146.87;145.19;129.93;115.74;109.29;105.72;103.78;102.92;103.67;125.64;120.93;138.04;147.84;134.07;123.94;118.93;100.99
22.03.2023;96.48;94.83;90.1;90.06;95.65;108.08;123.1;124.99;123.5;111.97;90.02;90.06;90.01;89.01;89.02;100.03;108.06;121.54;134.9;140.69;128.99;114.37;108.99;104.91
23.03.2023;90.08;89.71;88.69;89.08;99.94;110.42;118.88;122.1;113.09;89.66;78.56;86.04;86.05;86.06;89.08;91.63;113.25;127.91;137.44;144.7;124.94;111.94;110;90.08
24.03.2023;86.04;83.05;85.04;83.08;86.04;92.39;107.16;111.97;98.15;80.03;68.1;80.02;80;74.06;80.02;86.03;86.07;99.95;110.94;116.23;99.95;83.01;76.2;64.9
25.03.2023;44.88;23.65;10.21;4.45;5.09;9.51;16.03;40.98;50.06;33.91;27.51;15.19;4.73;0.04;3.11;2.22;12.43;51.55;74.71;80.93;63.9;52.09;48.47;42.18
26.03.2023;45.31;40.19;;42.64;43.63;43.69;63.49;73.09;95.61;77.04;73.07;71.37;89.93;77.1;56.84;52.24;48.35;77.09;106.65;117.86;112.59;104.63;99.42;94.64
27.03.2023;96;93.37;87.48;83.99;84.9;93.81;115;142.99;150.5;126;103.47;87.69;81.34;77.99;60.21;58.84;58.27;79.82;103.7;129.97;135.25;120.48;110.03;97.65
28.03.2023;91.72;91.66;90.85;91.91;94.17;101.3;129.92;158.52;134.96;101.15;90.05;101.92;103.57;99.07;98.3;98.45;95.63;108.59;136.87;160.98;160.7;133.02;127.13;111.51
29.03.2023;97.76;95.12;97.49;98.93;98.21;99.2;117.04;144.13;152;144.17;130.66;119.47;111.03;105.6;101.55;104.94;110;126.31;143.05;151.36;136.6;114.92;109.9;94.8
30.03.2023;89.71;87.03;83.03;78.77;85.07;88.05;109.83;129.51;129.3;110;90.66;88.09;90.78;91.31;111.63;116.91;124.92;117.97;124.96;131.99;125.99;103.28;103.95;90.76
31.03.2023;65.13;64.9;57.1;48.62;64.38;75;109.64;136.2;142.95;136.67;131.84;125;108.75;103.97;96.8;100.81;111.53;99.32;119.74;125.1;122.79;98.83;86.73;80
01.04.2023;82.19;63.9;53.84;40.05;37.39;37.5;35.57;53.12;62.3;62.4;49.98;46.09;41.53;39.65;34.15;36.67;42.04;54;86.34;91.4;87.68;77.71;80.28;67.04
02.04.2023;71.08;61.78;58.51;60.46;58.51;60.46;58.72;70.08;75.55;66.09;52.91;54.14;49.43;28.59;15.25;16.65;31.62;41.74;100.41;130;129.91;120.98;114.2;109.29
03.04.2023;93.26;96.4;93.85;93.09;100.43;110.07;137.96;164.61;132.06;124.87;107.11;93.08;82.9;79.45;71.21;78.91;82;100.35;133.77;158.11;141.28;130;129.94;113.12
04.04.2023;110.85;109.59;108.44;107.82;110.8;121.91;142.1;176.26;146.51;131.14;115.89;112.02;110.27;108.12;107.31;108.71;112.73;122;147.1;180;177.32;153.14;140;129.67
05.04.2023;126.56;117.41;119.17;117.85;123.93;133.37;162.95;205.6;167.11;135.07;123.03;116.08;113.4;113.51;113.55;114.04;117.43;135.49;156.45;199.56;191.45;164.98;151.39;139.13
06.04.2023;135.54;124.12;120;115.33;114.85;124.91;142.51;161.63;150.13;129.97;117.45;109.9;107.72;107.03;107.92;112.58;109.87;122.73;140;146.64;145.55;131.96;123.22;111.1
07.04.2023;105.24;102;101.06;101.26;103.02;108.15;110.4;125.93;128.18;124.54;123.95;121.88;109.33;103.01;102.85;111.35;110.93;115.35;130;139.93;141.97;137.54;137.41;132.95
08.04.2023;124.31;113.99;114.47;110.75;110.78;112.16;115.03;129.35;133.58;130.01;119.97;106.9;100.65;97.05;93.1;93.74;100.07;107.35;121.9;135.01;138.97;137.31;134.9;126.98
09.04.2023;127.99;117.86;119.83;117.99;118.24;117.86;120;118.9;122.98;112.21;100;87;81.96;60.01;55;56;74;86.35;115.2;129.97;133.46;126.39;115;106.94
10.04.2023;98.21;81.85;78.14;71.9;70;72.96;80;79.21;71;55.58;29.64;42.78;17.22;2.6;10.82;8.13;7.65;21.29;93.04;113.26;123.7;121.43;118.16;95.56
11.04.2023;51.75;3.54;1.66;1.09;6.15;99.03;131.93;135;131.94;130.03;135.91;134.91;131.98;131.99;131.92;131.92;130.08;110.23;130.8;162.46;165.38;141.39;130.8;111
12.04.2023;97.66;86.49;81.23;79.64;81.15;103.5;134.94;140.81;136.41;131.99;120;111.56;100.75;97.36;97.62;97.07;100.34;110.08;132.44;149.07;141.12;124.68;109.3;97.95
13.04.2023;97.23;85.09;83.15;72.86;81.16;94.78;129.23;135.1;144.23;132.26;123.43;107.98;108.89;112.47;108.97;115.4;110.23;123.73;137.98;170.78;180.16;160.06;139.28;130.98
14.04.2023;118.09;112.8;116.54;112.8;113.14;127.4;144.74;171.59;168.04;151.01;132.24;119.99;107.49;104.87;105.58;107.15;104.24;116.58;138.16;146.37;151.41;137.98;132.92;120.29
15.04.2023;123.9;112;114.38;108;105.14;103.55;105.56;104.85;106.21;101.92;98.53;93.93;87.84;92.04;88.47;81.72;99.97;98.81;112.66;132.79;134.51;127.8;127.71;119.3
16.04.2023;84.89;78.15;75.14;72.71;71.83;72.72;74.58;78.44;82.59;79.41;75.18;73.78;68.35;53.49;43.51;45.97;54.53;73.66;96.54;113.77;117.16;109.71;104.98;94.42
17.04.2023;73.02;67.8;66.8;67.56;70.75;84.19;100.7;116.41;135.84;122.61;115.63;116.65;111.25;100.35;98.06;99.33;102.08;109.54;124.08;138.73;116.82;106.69;98.56;86.98
18.04.2023;90.4;85.74;82.58;81.71;83.73;92.87;112.68;129.83;173.45;151.74;138.27;132.41;125.07;119.69;115.97;115.96;120.27;133.93;152.95;173.35;127.95;114.75;106.07;96.43
19.04.2023;101.98;96.81;93.33;92.39;94.7;104.92;127.56;147.09;177.86;155.61;141.8;135.79;128.27;122.74;118.93;118.92;123.33;137.34;156.84;177.76;145;129.86;119.89;108.76
20.04.2023;92.12;87.21;83.84;82.9;84.91;94.38;114.06;131.24;189.69;165.58;150.42;143.82;135.7;129.67;125.61;125.84;130.58;145.9;166.95;189.59;129.26;116.23;107.69;98.3
21.04.2023;86.33;81.89;80.58;78.6;80.24;89.73;108.96;125.36;182.4;158.94;147.65;141.16;136.22;129.56;124.78;125.47;129.5;141.14;157.71;176.81;121.62;110.95;102.69;93.63
22.04.2023;90.49;85.01;81.49;78.15;78.44;81.87;86.21;91.58;93.59;89.92;85.84;82.29;79.74;73.52;67.22;68.86;72.6;84.67;97.17;106.56;106.38;98.91;95.04;86.58
23.04.2023;81.65;75.15;71.65;68.93;68.11;69.52;72.06;74.4;76.17;73.32;69.59;69.67;66.18;52.03;43.52;44.46;52.06;69.38;88.08;104.16;108.23;103.17;98.56;89.23
24.04.2023;96.05;89.16;86.8;87.98;90.99;107.76;132.46;152.88;166.92;149.46;138.81;137.7;129.94;115.66;111.93;113.7;117.97;130.06;149.05;168.09;153.8;141.06;129.19;113.29
25.04.2023;101.66;95.91;91.79;90.86;92.96;104.32;127.22;145.42;160.61;142.23;129.44;124.44;118.35;113.12;108.79;108.36;111.96;125.33;143.51;161.69;146.41;132.92;123.09;111.79
26.04.2023;101.66;95.91;91.79;90.86;92.96;104.32;127.22;145.42;160.61;142.23;129.44;124.44;118.35;113.12;108.79;108.36;111.96;125.33;143.51;161.69;146.41;132.92;123.09;111.79
27.04.2023;101.66;95.91;91.79;90.86;92.96;104.32;127.22;145.42;160.61;142.23;129.44;124.44;118.35;113.12;108.79;108.36;111.96;125.33;143.51;161.69;146.41;132.92;123.09;111.79
28.04.2023;105.32;99.47;97.01;95.39;97.19;106.52;128.98;146.47;163.74;144.24;131.3;126.09;122.24;115.78;111.43;111.17;115.51;126.31;141.64;158.62;143.46;133.76;123.23;112.65
29.04.2023;106.83;99.3;94.64;91.1;91.3;95.1;100.48;106.11;107.24;102.06;95.92;91.83;88.51;81.6;73.84;74.7;81.01;92.87;107.82;119.15;121.42;112.83;107.35;96.4
30.04.2023;89.85;80.89;76.77;72.92;71.38;72.81;74.86;76.99;77.37;74.88;70.26;68.98;63;45.33;34.7;35.18;46.87;68.39;93.93;112.83;118.75;115.3;110.51;98.1
01.05.2023;43.08;41.35;39.27;36.19;36.25;37.14;33.2;36.18;44.1;46.79;45.33;46.61;43.83;36.77;36.13;34.57;36.39;60.08;91.87;130.26;89.47;86.8;85.26;64.34
02.05.2023;118.55;111.77;107.46;105.68;108.07;120.73;146.03;165.6;166.66;148.29;134.83;130.27;124.52;118.9;114.43;113.75;117.57;130.63;148.58;166.77;167.26;153.13;142.71;129.14
03.05.2023;118.55;111.77;107.46;105.68;108.07;120.73;146.03;165.6;166.66;148.29;134.83;130.27;124.52;118.9;114.43;113.75;117.57;130.63;148.58;166.77;167.26;153.13;142.71;129.14
04.05.2023;118.55;111.77;107.46;105.68;108.07;120.73;146.03;165.6;166.66;148.29;134.83;130.27;124.52;118.9;114.43;113.75;117.57;130.63;148.58;166.77;167.26;153.13;142.71;129.14
05.05.2023;124.95;117.66;115.18;113.4;115.92;126.13;150.3;168.98;170.86;151.85;138.05;132.31;128.19;119.98;114.43;113.21;117.52;127.95;141.46;158.44;160.04;150.81;138.96;127.1
06.05.2023;125.36;115.4;110.52;106.94;107.07;110.86;117.11;122.18;123.71;117.89;108.81;103.63;99.49;90.8;81.51;82.57;91.04;106.62;125.85;142.04;145.67;137.34;130.72;117.6
07.05.2023;107.53;96.61;91.21;86.46;84.5;85.88;88.49;88.66;86.99;83.82;77.29;74.52;67.03;44.1;31.27;31.88;46.4;77.44;108.96;129.46;138.13;135.2;128.83;113.84
08.05.2023;100.24;93.14;89.57;88.46;92.18;106.97;135.59;156.45;147.73;132.54;123.02;121.03;115.86;103.92;102.41;101.98;106.15;117.6;132.77;152.43;161.82;146.26;134.31;119.67
09.05.2023;111.5;104.43;100.2;98.22;100.24;111.72;133.86;151.73;147.09;132.39;121.03;117.21;112.35;106.76;102.83;102.11;105.23;116.55;132.12;147.6;155.76;143.29;133.7;120.91
10.05.2023;111.5;104.43;100.2;98.22;100.24;111.72;133.86;151.73;147.09;132.39;121.03;117.21;112.35;106.76;102.83;102.11;105.23;116.55;132.12;147.6;155.76;143.29;133.7;120.91
11.05.2023;111.5;104.43;100.2;98.22;100.24;111.72;133.86;151.73;147.09;132.39;121.03;117.21;112.35;106.76;102.83;102.11;105.23;116.55;132.12;147.6;155.76;143.29;133.7;120.91
12.05.2023;114.94;107.48;104.29;101.74;103.48;112.12;132.87;147.31;142.54;128.26;117.02;111.93;106.36;97.94;93.27;92.73;96.4;106.91;119.75;133.48;140.84;133.79;125.64;113.91
13.05.2023;108.21;97.7;92.31;88.14;88.65;92.19;96.88;100.54;100.86;95.09;87.46;84.41;79.87;70.34;60.41;61.27;70.78;86.48;106.77;123.62;129.5;123.96;118.4;105.59
14.05.2023;95.06;83.81;76.58;71.83;69.39;69.05;76.12;76;73.62;68.77;64.6;60.94;49.89;25.54;14.9;15.82;31.92;68.54;98.17;119.06;126.91;124.54;119.85;105.95
15.05.2023;108.64;100.64;95.67;93.76;98.65;112.28;141.94;160.8;132.12;122.03;112.37;108.14;103.77;97.52;95.61;95.84;98.94;111.76;124.6;137.92;170.89;155.08;145.02;129.67
16.05.2023;118;109.82;105.23;102.89;105.27;117.5;141.32;160.12;134.07;121.5;111.09;108.07;103.03;97.78;93.95;93.97;96.85;107;120.41;133.54;163.68;152.41;142.76;128.19
17.05.2023;118;109.82;105.23;102.89;105.27;117.5;141.32;160.12;134.07;121.5;111.09;108.07;103.03;97.78;93.95;93.97;96.85;107;120.41;133.54;163.68;152.41;142.76;128.19
